inventory_type,sectors_sector,category_full,category_label,source_full,source_label,source_units,concept,value,year
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Natural gas,Natural gas,SCF,consumed,106312157787.33,2014
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Steam,Steam,kg,consumed,5463998032.24,2014
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Electricity,Upstream Electricity,kWh,consumed,24163732596.36,2014
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Steam,Upstream Steam,kg,consumed,5463998032.24,2014
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Natural gas,Upstream Natural gas,SCF,consumed,106312157787.33,2014
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Downstream Natural gas,Downstream Natural gas,SCF,consumed,106312157787.33,2014
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#2 fuel oil,#2 fuel oil,gallon,consumed,16066480.01,2014
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#4 fuel oil,#4 fuel oil,gallon,consumed,2062524.95,2014
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#6 fuel oil,#6 fuel oil,gallon,consumed,258956.46,2014
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,Biofuel,gallon,consumed,302111.86,2014
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Electricity,Electricity,kWh,consumed,8929716904.94,2014
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Natural gas,Natural gas,SCF,consumed,24943616289.81,2014
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Steam,Steam,kg,consumed,1639199411.8,2014
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Electricity,Upstream Electricity,kWh,consumed,8929716904.94,2014
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Steam,Upstream Steam,kg,consumed,1639199411.8,2014
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Natural gas,Upstream Natural gas,SCF,consumed,24943616289.81,2014
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Downstream Natural gas,Downstream Natural gas,SCF,consumed,24943616289.81,2014
GPC,Stationary Energy,Fugitive natural gas,Fugitive,CH4 - natural gas distribution,Fugitive CH4,GJ,consumed,1025278.94,2014
GPC,Transportation,Passenger cars (public and private),Passenger cars,Gasoline,Gasoline,VMT,consumed,16563104422.48,2014
GPC,Transportation,Passenger cars (public and private),Passenger cars,Diesel,Diesel,VMT,consumed,187864595.01,2014
GPC,Transportation,Passenger cars (public and private),Passenger cars,CNG,Natural gas,VMT,consumed,0.0,2014
GPC,Transportation,Passenger cars (public and private),Passenger cars,Electricity,Electricity,VMT,consumed,1583482.92,2014
GPC,Transportation,Passenger cars (public and private),Passenger cars,Other,Other,VMT,consumed,0.0,2014
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Gasoline,Gasoline,VMT,consumed,368635664.86,2014
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Diesel,Diesel,VMT,consumed,150273243.32,2014
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,CNG,Natural gas,VMT,consumed,1892485.97,2014
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Electricity,Electricity,VMT,consumed,0.0,2014
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Gasoline,Gasoline,VMT,consumed,0.0,2014
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Diesel,Diesel,VMT,consumed,567604819.93,2014
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,CNG,Natural gas,VMT,consumed,0.0,2014
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Electricity,Electricity,VMT,consumed,0.0,2014
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Biofuel,Biofuel,VMT,consumed,0.0,2014
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,Diesel,Diesel,VMT,consumed,39875942.15,2014
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,CNG,Natural gas,VMT,consumed,0.0,2014
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,Gasoline,Gasoline,VMT,consumed,0.0,2014
GPC,Transportation,For Hire,For hire vehicles,Gasoline,Gasoline,VMT,consumed,2258424839.0,2014
GPC,Transportation,For Hire,For hire vehicles,Diesel,Diesel,VMT,consumed,0.0,2014
GPC,Transportation,For Hire,For hire vehicles,Electricity,Electricity,VMT,consumed,0.0,2014
GPC,Transportation,School Bus,School buses,Gasoline,Gasoline,VMT,consumed,0.0,2014
GPC,Transportation,School Bus,School buses,Diesel,Diesel,VMT,consumed,63500716.48,2014
GPC,Transportation,School Bus,School buses,Electricity,Electricity,VMT,consumed,0.0,2014
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Upstream CNG,Upstream CNG,VMT,consumed,0.0,2014
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Downstream CNG,Downstream CNG,VMT,consumed,0.0,2014
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Upstream CNG,Upstream CNG,VMT,consumed,1892485.97,2014
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Downstream CNG,Downstream CNG,VMT,consumed,1892485.97,2014
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Upstream CNG,Upstream CNG,VMT,consumed,0.0,2014
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Downstream CNG,Downstream CNG,VMT,consumed,0.0,2014
CLCPA Addition,Transportation,Refuse Truck (public and private),Refuse trucks,Upstream CNG,Upstream CNG,VMT,consumed,0.0,2014
CLCPA Addition,Transportation,Refuse Truck (public and private),Refuse trucks,Downstream CNG,Downstream CNG,VMT,consumed,0.0,2014
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Upstream Electricity,Upstream Electricity,VMT,consumed,1583482.92,2014
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Upstream Electricity,Upstream Electricity,VMT,consumed,0.0,2014
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Upstream Electricity,Upstream Electricity,VMT,consumed,0.0,2014
CLCPA Addition,Transportation,School Bus,School buses,Upstream Electricity,Upstream Electricity,VMT,consumed,0.0,2014
CLCPA Addition,Transportation,For Hire,For hire vehicles,Upstream Electricity,Upstream Electricity,VMT,consumed,0.0,2014
GPC,Transportation,Buses,Buses,Diesel,Diesel,VMT,consumed,259790075.16,2014
GPC,Transportation,Buses,Buses,CNG,Natural gas,VMT,consumed,39662225.57,2014
CLCPA Addition,Transportation,Buses,Buses,Upstream CNG,Upstream CNG,VMT,consumed,39662225.57,2014
CLCPA Addition,Transportation,Buses,Buses,Downstream CNG,Downstream CNG,VMT,consumed,39662225.57,2014
GPC,Transportation,Railways,Railways,Electricity - subway and commuter rail,Electricity,kWh,consumed,2154131108.12,2014
GPC,Transportation,Railways,Railways,Diesel - commuter rail,Diesel,gallon,consumed,1445165.5,2014
CLCPA Addition,Transportation,Railways,Railways,Upstream Electricity,Upstream Electricity,kWh,consumed,2154131108.12,2014
GPC,Transportation,Marine Navigation,Marine Navigation,Diesel - marine navigation,Marine diesel,gallon,consumed,5091416.5,2014
GPC,Transportation,Marine Navigation,Marine Navigation,Biofuel,Biofuel,gallon,consumed,22.5,2014
GPC,Transportation,Aviation,Aviation,Jet fuel - aviation,Jet fuel,gallon,consumed,236753.3,2014
GPC,Waste,Landfills,Landfills,Exported solid waste - landfills,CH4,MT,consumed,6245818.31,2014
GPC,Waste,Biological treatment,Biological treatment,CH4 and N2O - composting,CH4 and N2O from composting,MT,consumed,29207.44,2014
GPC,Waste,Wastewater treatment,Wastewater treatment,CH4 - wastewater treatment plants,CH4,MT,consumed,5698.74,2014
GPC,Waste,Wastewater treatment,Wastewater treatment,N2O - wastewater treatment plants,N2O,MT,consumed,255.48,2014
GPC,Stationary Energy,Residential (small and large residential),Residential,#2 fuel oil,#2 fuel oil,gallon,tco2e,1272409.02,2014
GPC,Stationary Energy,Residential (small and large residential),Residential,#4 fuel oil,#4 fuel oil,gallon,tco2e,589830.43,2014
GPC,Stationary Energy,Residential (small and large residential),Residential,#6 fuel oil,#6 fuel oil,gallon,tco2e,309015.3,2014
GPC,Stationary Energy,Residential (small and large residential),Residential,Biofuel,Biofuel,gallon,tco2e,44.86,2014
GPC,Stationary Energy,Residential (small and large residential),Residential,Electricity,Electricity,kWh,tco2e,4918186.75,2014
GPC,Stationary Energy,Residential (small and large residential),Residential,Natural gas,Natural gas,SCF,tco2e,9822884.72,2014
GPC,Stationary Energy,Residential (small and large residential),Residential,Steam,Steam,kg,tco2e,322747.39,2014
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Electricity,Upstream Electricity,kWh,tco2e,0.0,2014
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Steam,Upstream Steam,kg,tco2e,0.0,2014
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Natural gas,Upstream Natural gas,SCF,tco2e,0.0,2014
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Downstream Natural gas,Downstream Natural gas,SCF,tco2e,0.0,2014
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#2 fuel oil,#2 fuel oil,gallon,tco2e,721030.54,2014
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#4 fuel oil,#4 fuel oil,gallon,tco2e,105272.18,2014
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#6 fuel oil,#6 fuel oil,gallon,tco2e,37919.26,2014
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Biofuel,Biofuel,gallon,tco2e,11.29,2014
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Electricity,Electricity,kWh,tco2e,7893125.01,2014
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Natural gas,Natural gas,SCF,tco2e,5793591.28,2014
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Steam,Steam,kg,tco2e,605178.09,2014
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Electricity,Upstream Electricity,kWh,tco2e,0.0,2014
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Steam,Upstream Steam,kg,tco2e,0.0,2014
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Natural gas,Upstream Natural gas,SCF,tco2e,0.0,2014
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Downstream Natural gas,Downstream Natural gas,SCF,tco2e,0.0,2014
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#2 fuel oil,#2 fuel oil,gallon,tco2e,166227.5,2014
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#4 fuel oil,#4 fuel oil,gallon,tco2e,22681.27,2014
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#6 fuel oil,#6 fuel oil,gallon,tco2e,2928.05,2014
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,Biofuel,gallon,tco2e,2.0,2014
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Electricity,Electricity,kWh,tco2e,2916907.46,2014
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Natural gas,Natural gas,SCF,tco2e,1359328.24,2014
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Steam,Steam,kg,tco2e,181553.43,2014
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Electricity,Upstream Electricity,kWh,tco2e,0.0,2014
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Steam,Upstream Steam,kg,tco2e,0.0,2014
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Natural gas,Upstream Natural gas,SCF,tco2e,0.0,2014
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Downstream Natural gas,Downstream Natural gas,SCF,tco2e,0.0,2014
GPC,Stationary Energy,Fugitive natural gas,Fugitive,CH4 - natural gas distribution,Fugitive CH4,GJ,tco2e,478907.55,2014
GPC,Transportation,Passenger cars (public and private),Passenger cars,Gasoline,Gasoline,VMT,tco2e,10279300.11,2014
GPC,Transportation,Passenger cars (public and private),Passenger cars,Diesel,Diesel,VMT,tco2e,156817.19,2014
GPC,Transportation,Passenger cars (public and private),Passenger cars,CNG,Natural gas,VMT,tco2e,0.0,2014
GPC,Transportation,Passenger cars (public and private),Passenger cars,Electricity,Electricity,VMT,tco2e,155.17,2014
GPC,Transportation,Passenger cars (public and private),Passenger cars,Other,Other,VMT,tco2e,0.0,2014
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Gasoline,Gasoline,VMT,tco2e,259702.98,2014
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Diesel,Diesel,VMT,tco2e,153071.58,2014
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,CNG,Natural gas,VMT,tco2e,965.13,2014
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Electricity,Electricity,VMT,tco2e,0.0,2014
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Gasoline,Gasoline,VMT,tco2e,0.0,2014
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Diesel,Diesel,VMT,tco2e,1300831.01,2014
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,CNG,Natural gas,VMT,tco2e,0.0,2014
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Electricity,Electricity,VMT,tco2e,0.0,2014
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Biofuel,Biofuel,VMT,tco2e,0.0,2014
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,Diesel,Diesel,VMT,tco2e,63464.12,2014
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,CNG,Natural gas,VMT,tco2e,0.0,2014
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,Gasoline,Gasoline,VMT,tco2e,0.0,2014
GPC,Transportation,For Hire,For hire vehicles,Gasoline,Gasoline,VMT,tco2e,1349621.97,2014
GPC,Transportation,For Hire,For hire vehicles,Diesel,Diesel,VMT,tco2e,0.0,2014
GPC,Transportation,For Hire,For hire vehicles,Electricity,Electricity,VMT,tco2e,0.0,2014
GPC,Transportation,School Bus,School buses,Gasoline,Gasoline,VMT,tco2e,0.0,2014
GPC,Transportation,School Bus,School buses,Diesel,Diesel,VMT,tco2e,64683.2,2014
GPC,Transportation,School Bus,School buses,Electricity,Electricity,VMT,tco2e,0.0,2014
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Upstream CNG,Upstream CNG,VMT,tco2e,0.0,2014
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Downstream CNG,Downstream CNG,VMT,tco2e,0.0,2014
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Upstream CNG,Upstream CNG,VMT,tco2e,0.0,2014
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Downstream CNG,Downstream CNG,VMT,tco2e,0.0,2014
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Upstream CNG,Upstream CNG,VMT,tco2e,0.0,2014
